Unnamed: 0,text,label
351714,i feel devastated by this,0
252017,i feel the aching un my heart the pounding of my chest the roaring in my ears the blurriness in my eyes,0
364578,id tell myself that no matter how jealous i am im gonna keep quiet like nothing happened im not gonna let him know how i feel what i know and how terrible im feeling,0
80382,i feel like i am being punished for being good at what i do,0
135144,i feel over vanity is pathetic,0
230764,im feeling so useless,0
47512,im not feeling so miserable and out of sorts when he heads to sea,0
381655,i already feel exhausted and mentally shut down and just leave it at that,0
62493,i can promise you that youre not going through this alone no one will ever know exactly how you feel but there will always be someone suffering through some sort of pain just the same as you are,0
190571,i guess our consecutive fights for the past few days made me feel numb and not care at all,0
415633,i don t like to feel needy or like a wreck or any of that,0
262205,i do feel for him but this is how businesses have to be operated nowadays on a results basis and that is unfortunate to him,0
74358,i take strong medication and i feel blank and dizzy sometimes,0
389190,im starting to feel gloomy again,0
70244,ive also begun receiving a few baby gifts that have me feeling so emotional and loved,0
121532,i feel almost embarrassed to be writing its been so long since i have,0
368775,i am feeling exhausted all the time now and need a cat nap almost every day,0
167961,i feel doomed to another five hours of waiting on tables,0
113917,i feel the unhappy streets mourning for their lost vitality,0
68658,i feel that my christmas card correspondence could be irreparably damaged,0
286989,i just feel like im useless,0
52697,i feel like ive been neglectful of the old lj,0
13953,i feel unhappy i can almost directly trace it to oh i shouldn t have done that or i shouldn t have said this or whatever,0
97327,i recognized that the self importance self pity and feeling victimized needed to be healed as well as the back pain and immobility,0
409892,i feel quite dull here as i did not make any friends,0
103518,i find him incredibly cute and i feel really bad for the little guy,0
330176,i am feeling depressed again,0
206708,i could still feel some irritation from him but he pretty much ignored me which is fine by me,0
376354,i wasnt going to do it but then i got to feeling guilty about it so im working today to do some knock out japanese themed manis,0
270714,i feel like im an empty place cause i feel like whatever i do it has no results,0
233253,i am a better person than i give myself credit for especially on my bad days when i feel worthless,0
200686,i blush i feel stupid rejected,0
113294,i still feel weepy ready to burst into tears at any second,0
143059,i am currently in and they are not mopping around and feeling pathetic like me,0
26466,i decided to wait until i got in the flash and warm up the water a bit i came out of transition and really didnt want to see anyone else before the start as the nerves were getting to me now and was feeling a tad emotional,0
160937,i feel assaulted by these insults,0
285352,i feel kind of dumb but then i was only right,0
43305,i have been feeling lousy for several weeks,0
231809,i solve problems as they arise however when my problem is finding something to love and work towards it seems to dominate my mind as without it without love i feel low energy and unable to focus on the big picture,0
28625,i feel so ungrateful but im trying very hard to ap,0
80072,i just want to not feel stressed and anxious but this person is standing in the way of my peace,0
120523,i may seem comfortable but i always have this constant feeling of discontent,0
147592,i have my days where i feel lame and a little worthless,0
301452,i must say that as much as i feel my those little stings of hurt things probably came about in the best way possible if i were to ask for anything from anyone its honesty,0
122306,i get back with him i feel so submissive it is not a problem,0
136034,i feel ugly so i must be,0
109837,i start to feel dirty,0
90143,i am feeling needy today and i may call again,0
54128,i am inclined to choose some funny movies when i feel unhappy,0
40151,i no longer as acutely feel the aching cold absence of marriage from my bare psyche,0
334664,ive not been feeling the christmas spirit much yet youre not alone there a href http www,0
31294,im only using this fucking lj to say what i feel da and myspace wants me to be something im not which i am a whiney mopey little bitch underneath everything i do,0
396093,i woke up feeling absolutely exhausted,0
62610,i feel beaten up run over chewed up and spit out,0
35274,i just was expressing myself and her unexpected and kind gesture made me feel bad for a short moment as that was not my intent but for a larger moment which remains with me it reminded me of my blessings like having good friends that have your back,0
146387,getting to know that my uncle in america had a brain tumor,0
86997,i overslept and am still feeling groggy but im the manager on board today so ive got to pick up my heavy head and make for the office,0
244449,i made nico promise to run away screaming if i ever mention floating the dirty devil at anything less than cfs again although i feel it would be safe at cfs or so and i have floated it at a steady cfs without much problem,1
251513,i want to feel as carefree as i did back then,1
363375,i often feel i want to do what i can to cure these many talented and lovely authors spot readers on their books,1
403512,i often read your thoughts for a little pick me up and to feel reassured that there is a lot of good left in the world,1
299570,i feel like it was so let s mellow out i love ozma a new jrock epiy will be back the weekend after new year s day,1
135007,i will be wishing for our love to surpass the test of time for us to always respect and love each other for us to always care about each other and to never never feel complacent with the relationship but to always be true to each other and always let the other know how we feel about the other,1
144093,i can see how she might feel that way as she contemplated rioting in the streets of jolly old england turning points in the libyan revolution violence in afghanistan natural disasters on her own doorstep breaking up from her boyfriend and leaving home for university all in the same week,1
104219,i feel this app would be useful to anyone whether just beginning treatment deep into treatment or just looking to find a healthier way of life,1
11888,i feel so flippin blessed and im so grateful yet undeserving,1
134681,i date a guy who loves food as much as i do and thinks i look great naked without ever losing the proverbial last five to ten depending on time of month and i feel safe and cozy bones um,1
135317,i can accomplish one of these things ill feel successful,1
394033,i feel so mellow allan james saywell mellow yellow if changebackground document,1
373681,i was feeling quite brave and decided to get some of it down to photograph it,1
27553,ill always respect you as a friend feeling lucky i met you,1
22770,i usually start to feel energetic and with this energy i attacked the next climb enjoying the feel of the tires on the dirt,1
82921,i was actually doing something for myself made me feel so joyful,1
118136,i have a feeling i am going to enjoy it despite the efforts of the second most popular surviving beatle,1
336583,i am feeling really fab at the minute,1
249666,i feel really appreciative that shes around,1
381293,i left the meeting feeling more convinced than ever that i needed to be a good steward and conserve my resources,1
118778,i find myself wishing that just occasionally j would have more plans that precluded her from spending a full weekend at bfs house and i feel super guilty about that,1
5749,i can feel how much he loves me shows me that i m safe from hurt and loneliness and pain at his hands,1
217757,i do will be left behind and wel the feeling is hurm not pleasant i guess,1
344861,im feeling oddly jubilant about my last day on the job,1
138586,i feel good a href http pullatyton matka,1
296143,i hope these things have made you think laugh or feel inspired,1
365064,i do feel reassured that at least she knows who she couldn t live without,1
351542,i spent two days feeling quite smug about my quick sarcastic response,1
208442,i feel about as intelligent as a snail so ill just write tomorrow,1
82632,i feel like i m giving up but when i have reasonably calm days like this i do feel more power in me and feel my strength,1
56762,i might just be feeling a little bit generous and like spreading glad tidings to all of scrapbooking kind,1
199115,i loved this class im a big fan of hot yoga and i feel my muscles get an amazing workout in the hotter temperatures,1
138336,i left her office feeling very excited,1
195417,i told you im feeling more optimistic,1
28301,i feel just as incredibly delighted to be spending the weekend just me and my daddy,1
410087,i feel that this has really helped me to see what is important in life and has made me see things from a different perspective,1
247955,i feel more passionate about this than others do at least i think so,1
13347,i cant hear his voice or feel his presence and can only soldier on watching my child suffer while desperately clinging to the belief that he walks with me and my courtney everywhere trusting that he is with us at all times,1
43769,i am feeling overly optimistic right now about life i know that i might not always have this attitude,1
26207,i feel like i should just make myself useful on recalling my memorable year as well,1
239043,im talking about fics where either he doesnt talk with severus about it beforehand or he does talk to severus but is still worried and doesnt feel convinced until afterward when severus assures him that it was good for him too,1
6793,i feel the earth move death cab for cutie this charming man spoon my mathematical mind,1
342660,i feel that while the campaign is very clever and draws attention to the new product it neglects to fully explain how the technology works,1
195360,i have yet to feel completely trusting in them and take advantage of the stairs even though they are typically dirty and not always well lighted,1
353290,i feel so happy at home,1
221981,i feel reassured by wikipedia which tells me it is known as bullrush in british english as that is the name we give it in australia,1
386665,i still feel like i m relatively safe and think that my most likely risk in case of a larger scale incursion is arrest,1
288636,i think he wore them more because they made him feel elegant,1
384265,i feel invigorated about the challenge of changing our eating habits,1
201119,i bought this i didn t really feel anything special about jan,1
130229,i feel the earth move under my feet class delicious title share this on del,1
388063,i worry that this is the new normal and that i will never feel safe and ok again,1
150060,i should feel as i do about all of you for you have a very special place in my heart,1
52654,i feel fres and cool if arrival because the air is verry cool and many people for holiday i see many it is verry nice start from coffee shope restaurant time park play ground shopping mall and many more,1
82950,i really love my blog friends and i appreciate all of you for making me feel accepted even though im not really in the club yet,1
191899,i do a trail ultra i feel peaceful,1
347734,i felt and feel that that there was not another safe happy or appropriate choice,1
279518,i began this blog endeavor writing about my past nye experiences i feel i owe it to you my faithful readers to detail how it went for me this year,1
211158,i feel i need to say it again the formula on america is fabulous,1
312200,i feel like we are in such a sweet spot in life and even though i cant explain how we got here so fast im so glad we did,1
162092,i still feel fear and i cling to my precious husband treasuring him more than ever but through the fear and pain and even doubt i see flickers of hope that i can honor jesus,1
159174,i feel like i am really determined this time more so than i ever have been in the past when i have lost weight the difference is that this time i am releasing my weight forever,1
199034,i started feeling super nauseous since im really full,1
405148,i feel valued and i am not sure if it is the degree or just that i have proven my worth and my reputation has helped to put in such a fantastic position,1
137181,i read his book about his visions of the world i feel reassured by his leadership qualities and have no doubt in my latino mind that he represents everyone of us in the power of the believer we see it in his smile and we hear it in his words he believes in us as a human race,1
136817,i love the abstract feel so gorgeous,1
99582,i say i m a feminist what i m saying is i feel like i belong like i m safe in feminist spaces,1
368808,i get to make a kid feel successful when i get to deliver good news when i affirm who others are when gradebooks are joyful rather than depressing when my inbox is less than and most of those are just around to check up on later,1
63453,i wish i could feel like i belong or like im accepted not that they dont accept me it just feels like it sometimes,1
67358,i know im due for a recipe or tutorial post but i was feeling particularly clever tonight also i just finished another illustration for the upcoming steampunk adventure novel by g,1
376575,id much rather have a job that made me feel useful than just be a professional homewrecker,1
301948,i am on therapy since about years now and i can t miss one session otherwise i don t feel well,1
266334,i know if i wasn t pregnant i could do a minute yoga practice of deep bound twists and side openers and my back would be feeling delicious but since i am no supposed to be doing twist at all or big side openers i will have to play around and find something that works,1
29058,i guess the orchestral side of the band and the use of strings the chord changes and the orchestral feelings of some of the tracks appeal somehow to the rich history of classical music that is just completely inbred in people that you re surrounded by in europe especially in germany,1
213451,i was feeling quite pleased with my efforts and all thoughts of being too cold relinquished to the back of my mind,1
184356,i was emo ing about mjs death and then the following posts about dancing i cant help but feel pumped up and invigorated hahahaha,1
154481,i definitely feel like i ve been welcomed back with some traditional american culture,1
337482,i feel so honored that god chose him to be here,1
34101,i know i did a post like this at the beginning of the month but i am feeling especially thankful,1
337395,i feel glad that i learnt,1
307081,i had a very pleasant conversation with one of my friends,1
329403,i just feel like a smarter more well rounded person because of it,1
324401,i am feeling lucky to have him,1
343136,i and competing in the fedex cup has taken more out of me than maybe i thought because while i am feeling ok physically mentally i feel really tired he revealed,1
144112,i need socks that feel good on my feet when i run,1
237356,i now feel like a little squirrel eager to stash away more food for the winter,1
44234,i was feeling and i thought it would be ok,1
99760,i don t feel convinced i have deleted it enough,1
207807,i wasnt knee deep in the creative process enough to feel comfortable talking about the development process,1
311511,i get the feeling they think im alot more innocent then they think,1
284638,i feel like i havent taken many pictures of my sweet child,1
110231,i feel very honored to be on the shortlist and congratulate wish all nominees the very best for tonights awards thank you age scotland for the kindness div class intro style background color fff color font family trebuchet ms helvetica bitstream vera sans sans serif font size,1
260986,i were still a literary scholar i d probably hope that at least half of my readers would not recognise or understand it which would make me feel clever and superior,1
239619,i feel blessed and grateful,1
356253,i may not be able to achieve everything on my to do list but if ive spent my energies on things which matter then at least i will feel ive achieved something worthwhile,1
273337,i realise that those first encounters with deep but impossible love can turn us into philosophers i can t help feeling that this book or rather the writing in it was trying to be a bit too clever,1
251858,ive never had much to feel hopeful about,1
135421,im not quite so animated but its just a way of trying to get feeling out i get excited and it all comes through my body,1
92203,i feel like i should be more appreciative but im struggling,1
168210,i was flying through mile feeling super strong and ultra fast averaging about a minute mile,1
207467,i know how that feels hermione said in a surprisingly sympathetic voice,2
313476,i feel lovely encoding utf locale en isprivate false ismobile false mobileclass languagedirection ltr feedlinks link rel alternate type application atom xml title ri t ch styles,2
380226,i was actually just feeling a little nostalgic and thought id come stop in for a staycation,2
346232,i miss that feeling of loving someone,2
125625,i just feel a longing every now and then to behold the sea and i feel grateful to my uncle imrahil for inviting us here for a change of scenery before the council reconvenes in the autumn,2
406457,i am feeling nostalgic about a year that was,2
329148,i feel very fond of it,2
36002,i was feeling nostalgic so i went and watched older videos and read older bn posts and,2
221589,i love this passage from persuasion by jane austen there could have been no two hearts so open no tastes so similar no feelings so in unison no countenances so beloved,2
380288,im still putting this on the list however in case god reads blogs and happens to feel generous,2
321113,i am feeling a little nostalgic and at the same time recognizing that nostalgia is a long for home understanding that the way home is forward not backward,2
14858,i went out feeling horny and ended up getting exactly what i wanted a damn good fuck,2
197019,i generally bake it with some sort of bread crumb crust and this week my taste buds were feeling nostalgic for a grouper dish that i had at a friends wedding down in st,2
294512,i feel that her supporting performance in the reader supporting in sag s eyes at least is where she will be honoured,2
344118,ive been feeling amorous which also kept me up,2
185741,i just have that overwhelming feeling of wanting to be accepted and suddenly im terrified of being rejected,2
229047,i cant help but feel somewhat sympathetic for the little ferret,2
343252,i wish i could explain to you the feeling i get when i see such lovely work especially done with beads i have sent to my dear partner in the bsbp,2
129554,i feel treasured,2
206084,i retorted feeling my face grow hot,2
240759,i feel the s era is like my beloved boyfriend seems i dont want to move on,2
406356,i struggle with not feeling accepted and that everyone is better than me,2
208875,i feel it s the sweet pain and you can for sure enjoy missing someone,2
25512,i love wearing skirts i think they actually make women feel more romantic,2
50501,i took her glass and got us a refill my mind racing and my nerves starting to settle a little this was actually happening i was being a girl in front of another person a sexy lady at that too a mixture of adrenaline and feeling horny ran trough me as i thought about what was under lily s skirt,2
232891,i feel like i have finally accepted that i m not perfect,2
144590,i would feel horny alot,2
68577,i will often feel my boys ears and hands and sometimes feet when im trying to determine if theyre too hot cold,2
67077,i would talk to my friends and let them know how that made me feel i would tell them that they werent considerate of my feelings at all,2
104066,i always know she is there i can feel her praying and supporting me even when i haven t talked to her in person in a long time,2
221400,i couldn t feel more loved this week after reading all your heartfelt comments on the big d post,2
80983,i do not feel loved at all,2
233901,i want to see your eyes filled with kindness feel your gentle hands and lie wrapped in your strong arms,2
387374,i didnt feel too hot i was dripping with sweat quite quickly,2
405976,i didnt think i could start to feel chrismas y but with all of the lovely inspiration how could you not start to feel the christmas spirit,2
344315,i are enjoying the second part of our lives together and feel blessed to have found each other,2
291663,i think there is a teensy problem with the idea of only agreeing to things which feel like a passionate yes,2
385581,i hope she feels that she was accepted,2
115632,i am mature woman coz it i love to caresse my self and make me feel horny and at same time i love know when a man got exticed watching play with my juicy pussyi love to play with my tits and get hard my perky nipple,2
415686,i feel most passionate about and currently this is where i am,2
143302,i feel id have liked them far better had i gotten one other kinds,2
114914,i feel like he just liked me because he couldn t have me and me well i was just dumb,2
61122,i feel i actually quite fond of mine,2
349511,i am newish to this topic and my husband and i feel like gentle parenting is the right thing for our child ren,2
402069,i feel i want to take revenge esp i knew her almost for yrs and was so loyal to her and sacrificed alot for her and she betrayed me at the end,2
194298,i get the more i feel sympathetic for people who weren t dealt life s full house,2
103591,ive been feeling delicate,2
408736,i feel like i need some me time i spend too much time caring about other people that i forget about myself,2
70209,i feel like two angels just entered my world wrapping me in their tender wings guiding me along a path to a better kind of love,2
7224,i feel which they have been really romantic people,2
253801,i feel like a nasa mission all these lovely techno nerds collaborating to get me launched,2
152044,i hurt one womans feelings and hope she accepted my apologies,2
22337,i stop trying the touch of your lips is what i feel that sweet and beautiful smile of yours is what i see,2
362084,im remembering what it is to feel passionate about something im remembering what i thought id lost,2
24507,i feel like i m caring for two people my sister and my hoarder mother,2
415192,i feel so blessed to be this little boys mom and couldnt be more ecstatic,2
54295,i felt was the spring breeze playing with my hair and the feeling of being treasured and loved running through my veins,2
312003,im rather pissed off and hence feel the need to vent and u as my loyal band of folowers are lucky enough to hear it lucky,2
284753,i was feeling delicate anyway so i think one of the little things that contributed to me feeling so down was the fact that i drank a little bit more alcohol than my body could cope with,2
31925,i was left feeling like the naughty girl i clearly am,2
155856,i feel so blessed to be able to take months off to be with her and learn to be a mom and i couldnt be more excited about having our first thanksgiving and christmas together,2
386675,i love waking up and already feeling hot i love wearing skirts and sandals everyday because everything else is just to unbearable and i love when snow cones and otter pops are a main staple in my diet,2
755,ive broken them in and they feel lovely until ive stood in them for four hours straight,2
291057,i feel about this loved one how much i desire that he discover christ as all sufficient for he loves this person more than i could even imagine loving him,2
67132,i feel like a hopelessly devoted year old,2
252527,i guess i want a mutual feeling of someone adoring me,2
50898,i feel tender and sensitive and kind of sad,2
115342,i actually enjoy exercising but i feel like most of my time would be devoted to talking about how much i hate running why i don t do it and why i am sick of hearing about other people learning to love running,2
310974,i feel amp also chatting with my beloved lion cub tengsim,2
182257,i feel the affectionate touch of another never will i feel loving lips pressed to my own,2
190726,i hav a feeling he wont be a loyal dog to his woman,2
122656,i also feel like i should mention that im still exclusively breastfeeding and loving it,2
356636,i feel about romantic love,2
47845,i can t explain the feeling when you re there supporting your team showing everyone how loyal you are and i m sure others do feel the same way,2
170326,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,2
375940,im yet to fully make up my mind on this it feels lovely to apply on the skin but i think it would need time to be effective,2
85054,i feel a sweet temptation of breaking that mirror down to hear your voice again to feel again your touch,2
309466,i feel about david i never thought that i could feel a love so tender never thought i could let those feelings show but now my heart is on my sleeve and this love will never leave,2
223785,i told him that while i have sympathy for our friends i m not exactly feeling sympathetic,2
136782,i feel like paducah was my third parent supporting me protecting me giving me opportunities to succeed,2
325074,i love this place wasnt accountable to my past relationship but it was the feeling of loving and belonging of the atmosphere,2
399577,i am not feeling so fond of grapefruit any longer,2
179638,i genuine feel i miss these things i don t recall being this fond of my life in beppu at that time,2
165952,i feel like she has not thus far been incredibly supportive of him in his time of need,2
356074,i entered my s feeling beloved,2
340269,i came home feeling all pretty and lovely and stuff,2
293090,i don t feel i can trust her to be faithful,2
73515,i feel like just maybe hes starting to turn into the romantic ive dreamed of,2
397705,i feeling a little tender and uncomfortable but the needle marks on my bum are worse,2
179620,i feel a longing that can only be quieted down by your voice or touch,2
5652,i mean i feel ive always liked to be independent thus i never had any problem adapting to this environment,2
209740,i want that feeling that someone is devoted to me and wants to keep me strong and go through things with me,2
206458,i was feeling especially generous especially in light of my cancelled shift so i turned into safeway and got him a hot chocolate and a muffin,2
12399,i feel the tender brush of his tongue lightly lick my upper lip and my world grow dark,2
115762,im feeling generous today so with this one i will include one little hint,2
243787,i was very into collages and experimenting with water colors and since rediscovering these lovely old pieces i have been feeling extremely nostalgic for modge podge and paint splatter,2
180934,i dont expect everyone to like me or me them but as human beings i think we all need to feel accepted and loved,2
220409,i really didnt feel like redoing this blog but i didnt want to fail all of you faithful blog readers,2
379718,i feel like i ve grasped the feeling of longing and made a song out of it,2
384608,i want to feel delicate and a pastel color is absolutely perfect,2
411553,i feel rebellious and i like it,3
18079,i feel completely agitated and full of blame,3
282107,i feel like a witch bc im aggravated and i want to go over there but like i dunno,3
49946,i feel really bitchy for doing this but im really iffy about who can read my journal and stuff x x if you want another chance or want to try and be friends again comment on my friends only post,3
96367,i feel rude but i move past it immediately,3
24002,i had been having a heated argument with a lover whose intention was that we should marry in the near future and was rejected by her when i started to cry when i stopped crying for a moment she said there,3
112608,i might be the only one to believe in this comparison and some men might feel offended by my concept but to me shoes are far more than just footwear,3
140710,i feel irritable and pissy and unhappy and lazy and antsy all at once,3
354413,i feel like i am a celebrity for no reason like people are resentful i didn t have to play bars for years to get a record deal,3
130652,i get the feeling they are mad or annoyed at me,3
121232,i hate feeling envious and i see it as an alarm warning saying there is something awry in your world christine,3
267976,i feel so irritated now,3
20428,i was surprised at my feeling offended,3
18946,i write i feel a little dissatisfied,3
64158,at home when they lost three pieces of my puzzle,3
323609,i really should have turned back at that point but i was feeling stubborn and i was half way there,3
25429,i feel agitated when i see that girl is talking with someone else and laughing,3
9024,i feel personally offended at that act whether it was for ignorance whether they just didnt know about it i feel like thats not an excuse ayana baines member of uc irvines black student union told abc news affiliate kabc tv,3
84065,im already feeling a bit bothered about the a href http www,3
223942,i found out once i quit trying because i was met with much defense was i was trying to tell this other person how to feel i was telling them that what they were bothered by was silly,3
268102,i dont know how else to describe it but i am feeling so totally frustrated with my fiance i have the same stupid argument with him every other week,3
102533,i believe that but i really feel like i just pissed away a year,3
136988,ive been feeling so grouchy and depressed lately but last night was supposed to be warmer was actually pretty dang cold when i got to the barn hubby was home at a decent time and i felt less sick than i have so off to ride i went,3
127370,i feeling so enraged,3
310034,i tried it a few times and couldnt stand the feeling of being insincere,3
386954,i appreciate the ticket to go i really started to feel annoyed by it truthfully because it felt like it wasn t even considered what my current situation is,3
142621,i feel slightly greedy by wanting her all to myself,3
55523,i had a feeling that they would do this to us so no need to get that furious,3
132406,i already feel like i m treading water in dangerous seas where pirates masquerade as small children a husband and various work clients together they hang from my neck and steal increasingly more of my resources,3
208780,i left the theatre feeling irrationally enraged about almost every aspect of the thing,3
135757,i feel tortured and wracked with pain still and an odd feeling in my head,3
7299,i was feeling grumpy yesterday morning,3
240188,i have a strong feeling the you shouldnt assign homework mainly because im beyond stressed,3
387551,i feel agitated because i know there are things i cannot solve,3
368752,i feel i m heartless manytimes,3
133330,i had to listen to puff daddy for hours at a time i d feel tortured too,3
249774,when i found out that the seat in the coach that i had booked had been sold to somebody else,3
122351,i gave up feeling jealous i am learning to let go now i see this as a good problem perhaps the change was too sudden and drastic,3
124152,i am in a pissed off mood for no reason again i feel so savage,3
143794,i will be honest that im feeling very bitter with yr intrudence into my zone and i do not appreciate it at all,3
384489,i just feel a little frustrated,3
198431,im feeling greedy week ago,3
209998,i havent had a chance to write in a little while but because i am fortunate enough to be in the middle of two days off in a row im finding myself with a little bit of time to do the things that i really enjoy without feeling rushed to run out the door to work,3
360451,i hate it enough myself so how must she feel she would of have hated everything she went through already,3
206661,i feel the cold setting in there s no life left in him,3
105615,i am feeling agitated and angry that nothing is working out for me,3
160063,i dont know how to let things go especially when i feel as though i have been wronged,3
24889,i should post an image of my new tattoo which i got done in kavos whilst feeling rebellious,3
100647,i will add that random loud gunshot noises from various places around the house are not helpful for feeling agitated or jumpy or nervous,3
162465,i dont object to it but when i feel cheated i get infuriated,3
91506,i will somehow become a visionary and enact legislation instead of just bitching about the bush administration i cant help but feel a little dissatisfied knowing that evangelicalism and the fear of the end times still exists,3
264463,im feeling so petty and temperamental lately,3
315126,i had gotten back from dropping her off at daycare i was feeling a bit grumpy about feeling tired,3
325233,i can feel the hated eminating from downstairs towards arse,3
151089,i feel grumpy and depressed,3
325465,i really don t feel like violent protesters are really doing anything to help tibet after all you don t get results by publicly taking a giant swing at somebody and putting them in a corner with very few face saving options,3
199498,i feel like a violent make out session is in need,3
83530,i sometimes i feel really dissatisfied and stuck,3
202724,i feel yikky and dissatisfied,3
395088,i feel tortured i still couldnt brag bad things about you i am hurt to the core youre sacrificing me just for your peace you will one face the same thing,3
395076,i found out accidentaly that while my uncle was away in canada,3
247764,i was feeling really frustrated,3
286791,i feel like everybody s watching me and judging me for being distracted,3
137346,i was able to enjoy the movie as an action flick without feeling insulted or pigeonholed as a christian,3
219959,i want to protect myself from feeling insulted by them,3
282705,i feel very bitchy saying it this way like its a too good for that sort of tone of voice but i promise on all the velvets in prague that you would have wanted to scream over their absurd conversations and bop them in the head with spring rolls too,3
259311,i commute to manhattan for work or a social event i ll see women around my age that dress well and have good hair no frizz nothing out of place and i feel jealous and i panic for a second,3
259193,i am feeling rather hostile and annoyed at my mom as well as the people at college who keep contacting me so i am going to go bindge and hide in my room b c its the only other place besides the bar that i feel at home,3
1657,i feel that i rushed my piece in places and therefore hope to slow down for my next task,3
220338,i had with someone else that hurt my feelings and angered me,3
274209,i do this now it sets me up for the day and then i can really give myself to them rather than feeling resentful,3
74785,i feel like i ve been so distracted and not able to give enough attention to the most important thing in my life,3
47594,i have a feeling that stubborn is going to be a much loved shade for me in this palette,3
51367,i spent the day feeling dissatisfied,3
77027,i havent lost sleep over it but at the same time i find myself feeling very bitter and angry about the whole situation,3
150972,i feel many people are jealous competitive sly and untrustworthy,3
394947,i am feeling just a tad and im being really sarcastic here pressed for merriment and joy,3
156430,i can feel an impatient line growing so i start planning my course of action,3
140956,i hate when i feel agitated even my clothes feel like they are restricting me,3
53575,i end up feeling angry a lot of the time when im encountering discrimination about these diseases,3
164960,i feel like a rebellious teenager and want to run away from home to live far away on my own,3
235731,i feel like such a traitor for writing this there are times when im becoming very impatient with him because hes not giving me what i want when i want it,3
143495,i was feeling vicious i left it there,3
397057,i always feel really insincere when doing it even though i dont say things that arent true about me,3
255108,i feel like it may have something to do with how distracted i get as of late,3
161063,i used a protractor on my arm because i was feeling really mad and i thought maybe i could express the anger and pain that way,3
402516,i hate feeling jealous and sad,3
217535,i feel like getting mad angry and feel like doing something violent,3
31077,i feel distracted too,3
23584,i was just so good i feel like using more adjectives assassin like dangerous locked in fully automatic slick,3
367124,i am working on having empathy for my wifes feelings since by nature i am selfish sarcastic insensitive and a boundary buster,3
76640,i see her in the hallway i really just feel the urge to have a verbally violent outburst,3
119428,i feel like i have been wronged by being put on this miserable planet,3
189042,i feel im mad i didnt hit my goal when i said i was going to,3
227803,i had killer pms which lasted a long time and i still feel pretty cranky,3
261013,i started feeling a little bitter that they kept calling me a diabetic on the phone,3
243386,i can understand the low grade disgust that people who depend on horses to get a job done must feel for someone like me but i m starting to get disgusted with people who think horses exist solely to serve and if they re not serving some basic tenant of the universe is being violated,3
